Date,Open,High,Low,Close,Adj Close,Volume
2000-03-16,104.20649719238281,104.98326873779297,103.13097381591797,104.20649719238281,55.03450012207031,6927135
2000-03-17,103.48948669433594,106.77581024169922,102.95172119140625,105.16252136230469,55.53938293457031,9264736
2000-03-20,105.16252136230469,108.38909912109375,105.10277557373047,107.79158782958984,56.92790603637695,6865421
2000-03-21,107.8513412475586,109.64388275146484,107.01481628417969,108.50860595703125,57.30653762817383,7083094
2000-03-22,109.46463012695312,110.3011474609375,108.86711120605469,109.22562408447266,57.68523025512695,6420139
2000-03-23,110.77915954589844,110.77915954589844,106.716064453125,110.181640625,58.190128326416016,6791050
2000-03-24,110.3011474609375,116.8738021850586,110.00238800048828,115.32026672363281,60.90399932861328,12683378
2000-03-27,119.50286865234375,122.60993957519531,119.14435577392578,121.29541015625,64.05963897705078,12408593
2000-03-28,120.21988677978516,121.4149169921875,116.69454956054688,117.11280822753906,61.8507080078125,8524482
2000-03-29,116.93355560302734,117.05306243896484,113.2887191772461,113.76673126220703,60.08354187011719,7648666
2000-03-30,113.64722442626953,117.5908203125,113.46797180175781,117.35181427001953,61.9769287109375,9579268
2000-03-31,117.23231506347656,118.3078384399414,111.91443634033203,113.1692123413086,59.76795959472656,8383899
2000-04-03,114.7227554321289,116.9933090209961,114.18498992919922,116.63479614257812,61.5982551574707,8070518
2000-04-04,116.15679168701172,121.35516357421875,110.00238800048828,115.8580322265625,61.18798065185547,17433891
2000-04-05,115.20076751708984,120.21988677978516,114.48374938964844,119.50286865234375,63.1129264831543,9093401
2000-04-06,118.06883239746094,122.37093353271484,117.23231506347656,117.35181427001953,61.9769287109375,9296220
2000-04-07,118.06883239746094,120.1601333618164,116.15679168701172,117.7103271484375,62.166255950927734,5627794
2000-04-10,119.26386260986328,119.86137390136719,116.21653747558594,116.75430297851562,61.661376953125,5760636
2000-04-11,116.27629089355469,116.27629089355469,112.63145446777344,114.12523651123047,60.27288055419922,8094680
2000-04-12,114.36424255371094,114.36424255371094,106.77581024169922,108.74761199951172,57.432804107666016,9293919
2000-04-13,107.55258178710938,109.28536987304688,105.16252136230469,105.76004028320312,55.85497283935547,8615274
2000-04-14,104.98326873779297,107.79158782958984,98.35086059570312,100.38240814208984,53.014892578125,12323972
2000-04-17,99.306884765625,107.3135757446289,98.76911926269531,106.95507049560547,56.48611068725586,10428097
2000-04-18,107.3135757446289,110.06214141845703,105.22227478027344,106.5965576171875,56.29672622680664,8582953
2000-04-19,104.92351531982422,104.92351531982422,98.29110717773438,100.38240814208984,53.014892578125,15349527
2000-04-20,100.38240814208984,100.62141418457031,97.57408905029297,99.42638397216797,52.509971618652344,11122432
2000-04-24,97.51434326171875,102.47370910644531,96.79732513427734,101.81644439697266,53.7722282409668,8915163
2000-04-25,101.81644439697266,108.03059387207031,101.7566909790039,107.55258178710938,56.80168151855469,10016914
2000-04-26,107.55258178710938,108.92686462402344,104.20649719238281,105.64053344726562,55.791893005371094,6467209
2000-04-27,104.68450927734375,108.15009307861328,103.90774536132812,105.76004028320312,55.85497283935547,6608105
2000-04-28,107.07456970214844,107.7318344116211,105.28202819824219,106.5965576171875,56.29672622680664,5113476
2000-05-01,107.55258178710938,108.20984649658203,105.5807876586914,107.07456970214844,56.54920959472656,4389121
2000-05-02,106.11854553222656,108.62810516357422,105.81979370117188,106.47705841064453,56.233646392822266,4272910
2000-05-03,105.64053344726562,106.23805236816406,101.8761978149414,103.36997985839844,54.592689514160156,5798815
2000-05-04,104.32600402832031,104.38575744628906,102.47370910644531,102.8919677734375,54.340240478515625,3798340
2000-05-05,101.93594360351562,104.80401611328125,101.81644439697266,103.13097381591797,54.46647262573242,4911075
2000-05-08,103.31022644042969,105.52103424072266,102.8919677734375,104.92351531982422,55.48002624511719,5048937
2000-05-09,105.64053344726562,105.76004028320312,103.48948669433594,104.20649719238281,55.10090255737305,5088685
2000-05-10,100.86042022705078,101.0396728515625,97.57408905029297,98.4703598022461,52.06781005859375,10473284
2000-05-11,99.42638397216797,102.77246856689453,98.64962005615234,99.84464263916016,52.79449462890625,8479085
2000-05-12,99.1873779296875,101.09942626953125,98.70936584472656,99.84464263916016,52.79449462890625,5857286
2000-05-15,99.42638397216797,100.26290893554688,97.51434326171875,99.60564422607422,52.66809844970703,6179559
2000-05-16,100.50191497802734,104.44550323486328,100.38240814208984,104.20649719238281,55.10090255737305,7600027
2000-05-17,102.77246856689453,104.08699798583984,101.45793151855469,103.13097381591797,54.53218460083008,5778627
2000-05-18,101.45793151855469,102.59320831298828,100.08364868164062,101.39818572998047,53.61595153808594,4787751
2000-05-19,101.39818572998047,102.77246856689453,100.38240814208984,101.7566909790039,53.8055534362793,6714483
2000-05-22,101.33843231201172,104.44550323486328,98.88862609863281,104.44550323486328,55.22726821899414,7080792
2000-05-23,104.20649719238281,105.16252136230469,102.41395568847656,102.65296173095703,54.27945327758789,6253929
2000-05-24,101.81644439697266,105.16252136230469,99.60564422607422,104.80401611328125,55.416831970214844,8560673
2000-05-25,105.64053344726562,107.3135757446289,101.69693756103516,101.81644439697266,53.837100982666016,6242110
2000-05-26,100.86042022705078,102.47370910644531,99.96414947509766,102.23470306396484,54.05828094482422,4494557
2000-05-30,103.011474609375,106.11854553222656,102.95172119140625,106.05879211425781,56.08035659790039,3783905
2000-05-31,105.64053344726562,105.8795394897461,102.47370910644531,102.59320831298828,54.247859954833984,3904195
2000-06-01,102.83221435546875,104.1467514038086,100.86042022705078,101.33843231201172,53.58436584472656,5975275
2000-06-02,104.20649719238281,104.92351531982422,102.8919677734375,104.0272445678711,55.0060920715332,5725072
2000-06-05,103.66873931884766,109.1658706665039,103.66873931884766,107.8513412475586,57.0281867980957,7616344
2000-06-06,107.3135757446289,109.5841293334961,106.35755157470703,107.43307495117188,56.807003021240234,5616392
2000-06-07,107.55258178710938,116.39579010009766,106.5965576171875,115.67877960205078,61.16709518432617,11626813
2000-06-08,114.12523651123047,116.93355560302734,112.33269500732422,114.48374938964844,60.535152435302734,9754578
2000-06-09,114.6032485961914,115.43977355957031,113.64722442626953,114.42399597167969,60.50357437133789,4957099
2000-06-12,113.88623046875,115.1410140991211,113.61735534667969,113.61735534667969,60.07704544067383,3807754
2000-06-13,113.64722442626953,114.66300201416016,111.61567687988281,114.06549072265625,60.31403732299805,4192996
2000-06-14,113.64722442626953,114.7227554321289,110.42064666748047,110.8986587524414,58.639488220214844,5525600
2000-06-15,110.8986587524414,113.76673126220703,110.77915954589844,111.67543029785156,59.050209045410156,5634070
2000-06-16,111.19741821289062,112.51194763183594,108.26959991455078,108.26959991455078,57.24933624267578,8416325
2000-06-19,108.50860595703125,115.08126068115234,108.26959991455078,115.08126068115234,60.851097106933594,6337923
2000-06-20,114.7227554321289,115.38002014160156,110.3011474609375,111.25717163085938,58.82904052734375,7430575
2000-06-21,110.48040008544922,110.83891296386719,108.50860595703125,109.46463012695312,57.8812255859375,6785402
2000-06-22,109.10611724853516,109.28536987304688,106.35755157470703,106.89531707763672,56.52265167236328,5076343
2000-06-23,108.50860595703125,108.62810516357422,105.93929290771484,106.95507049560547,56.554264068603516,3515501
2000-06-26,108.03059387207031,110.65965270996094,107.91108703613281,109.375,57.83383560180664,3792691
2000-06-27,106.716064453125,107.8513412475586,103.96749877929688,104.92351531982422,55.48002624511719,6911863
2000-06-28,105.16252136230469,110.12189483642578,105.04302215576172,108.7774887084961,57.51787567138672,6732684
2000-06-29,106.83556365966797,109.34512329101562,105.22227478027344,108.98661804199219,57.62846374511719,8042171
2000-06-30,107.7318344116211,108.20984649658203,103.84799194335938,104.7442626953125,55.38524627685547,9008780
2000-07-03,103.96749877929688,105.04302215576172,103.54923248291016,104.68450927734375,55.35366439819336,2410402
2000-07-05,100.97992706298828,100.97992706298828,96.67781829833984,100.38240814208984,53.078857421875,14999222
2000-07-06,100.38240814208984,100.50191497802734,95.602294921875,96.79732513427734,51.18317794799805,13527604
2000-07-07,98.1716079711914,100.4421615600586,97.15583038330078,100.4421615600586,53.11042404174805,9447158
2000-07-10,100.08364868164062,100.3226547241211,98.35086059570312,98.76911926269531,52.225807189941406,4405961
2000-07-11,98.70936584472656,99.42638397216797,96.55831909179688,97.51434326171875,51.56233215332031,5878311
2000-07-12,98.64962005615234,101.21892547607422,98.11185455322266,100.0239028930664,52.889259338378906,5805823
2000-07-13,100.80066680908203,101.27867889404297,97.51434326171875,99.42638397216797,52.573326110839844,5930506
2000-07-14,99.1873779296875,100.26290893554688,98.5898666381836,99.36663818359375,52.541725158691406,4204920
2000-07-17,99.84464263916016,103.13097381591797,99.60564422607422,100.86042022705078,53.33160400390625,6937804
2000-07-18,99.54589080810547,100.20315551757812,98.11185455322266,98.76911926269531,52.225807189941406,6749524
2000-07-19,97.87284851074219,104.68450927734375,96.55831909179688,103.96749877929688,54.97453308105469,8139344
2000-07-20,107.07456970214844,112.63145446777344,106.83556365966797,112.09368896484375,59.271385192871094,24108626
2000-07-21,111.85468292236328,111.85468292236328,108.74761199951172,109.7036361694336,58.007606506347656,9378854
2000-07-24,109.10611724853516,110.54015350341797,106.716064453125,107.55258178710938,56.87021255493164,7127862
2000-07-25,108.26959991455078,108.38909912109375,105.40152740478516,107.07456970214844,56.61743927001953,5822977
2000-07-26,106.11854553222656,107.43307495117188,104.08699798583984,105.04302215576172,55.54322814941406,6977238
2000-07-27,105.04302215576172,106.5965576171875,104.50525665283203,105.4612808227539,55.76438903808594,4233580
2000-07-28,106.23805236816406,107.55258178710938,104.08699798583984,106.89531707763672,56.52265167236328,5601958
2000-07-31,105.64053344726562,108.68785858154297,105.22227478027344,107.3135757446289,56.743812561035156,5348721
2000-08-01,107.07456970214844,107.49282836914062,105.40152740478516,105.64053344726562,55.85919952392578,3134339
2000-08-02,106.11854553222656,109.82313537597656,105.8795394897461,109.22562408447266,57.75482940673828,6148283
2000-08-03,108.03059387207031,111.37667083740234,107.37332916259766,110.8986587524414,58.639488220214844,5823500
2000-08-04,110.8986587524414,111.37667083740234,109.28536987304688,110.77915954589844,58.5763053894043,4665683
2000-08-07,111.49617767333984,113.76673126220703,110.71940612792969,111.19741821289062,58.7974853515625,6182592
2000-08-08,110.59990692138672,114.36424255371094,110.48040008544922,113.64722442626953,60.16008758544922,6000588
2000-08-09,113.76673126220703,115.49951934814453,113.52772521972656,113.52772521972656,60.09682083129883,6888328
2000-08-10,113.52772521972656,114.96176147460938,112.69120788574219,114.48374938964844,60.60289001464844,5736369
2000-08-11,114.48374938964844,116.4555435180664,113.94598388671875,115.32026672363281,61.045719146728516,6424950
2000-08-14,114.7227554321289,118.24808502197266,114.06549072265625,117.82982635498047,62.3741569519043,5177072
2000-08-15,116.69454956054688,117.23231506347656,115.43977355957031,116.63479614257812,61.741580963134766,4579493
2000-08-16,115.738525390625,117.53107452392578,114.24474334716797,116.9933090209961,61.931331634521484,6219516
2000-08-17,114.48374938964844,117.41156768798828,114.24474334716797,117.11280822753906,61.994598388671875,4537966
2000-08-18,116.9933090209961,117.94933319091797,114.84225463867188,115.1410140991211,60.95082092285156,4317365
2000-08-21,115.738525390625,116.81405639648438,114.78250122070312,116.09703826904297,61.456932067871094,3382973
2000-08-22,115.8580322265625,116.81405639648438,115.67877960205078,116.03728485107422,61.42527389526367,2896792
2000-08-23,115.0215072631836,118.3078384399414,114.6032485961914,117.82982635498047,62.3741569519043,4446755
2000-08-24,117.5908203125,119.92112731933594,117.29206848144531,119.32361602783203,63.16493225097656,6263762
2000-08-25,118.8456039428711,124.16348266601562,118.78585052490234,123.32695770263672,65.28412628173828,8659834
2000-08-28,124.16348266601562,127.33030700683594,124.04397583007812,125.7170181274414,66.54933166503906,8929284
2000-08-29,125.7170181274414,128.34608459472656,125.23900604248047,127.03154754638672,67.24520874023438,6317840
2000-08-30,125.0,125.7170181274414,123.8647232055664,124.58174133300781,65.9483413696289,5155525
2000-08-31,126.07552337646484,128.2863311767578,125.83651733398438,126.20996856689453,66.81027221679688,5721097
2000-09-01,127.21080017089844,129.0033416748047,126.79254150390625,127.74856567382812,67.62474060058594,6042010
2000-09-05,126.97179412841797,127.4498062133789,125.05975341796875,125.41825866699219,66.39118957519531,4301257
2000-09-06,125.11949920654297,128.94358825683594,124.64149475097656,125.65726470947266,66.5176773071289,6770758
2000-09-07,126.07552337646484,128.5850830078125,126.07552337646484,127.50955963134766,67.49822235107422,4835449
2000-09-08,126.67304229736328,127.09130096435547,123.68547058105469,123.80496978759766,65.53713989257812,5223410
2000-09-11,122.25143432617188,122.60993957519531,118.18833923339844,119.02485656738281,63.00675964355469,7968114
2000-09-12,119.32361602783203,121.29541015625,118.60659790039062,119.50286865234375,63.25979232788086,5231778
2000-09-13,117.7103271484375,123.147705078125,117.35181427001953,122.07218170166016,64.61991119384766,5725386
2000-09-14,122.37093353271484,123.50621032714844,120.75764465332031,121.29541015625,64.20869445800781,4629073
2000-09-15,121.23565673828125,121.65392303466797,119.26386260986328,119.50286865234375,63.25979232788086,5733858
2000-09-18,119.74187469482422,120.45889282226562,117.65057373046875,117.82982635498047,62.3741569519043,4113709
2000-09-19,117.35181427001953,120.6978988647461,117.17256164550781,119.443115234375,63.22814178466797,3494686
2000-09-20,119.20410919189453,120.99665069580078,118.06883239746094,119.26386260986328,63.133323669433594,4836076
2000-09-21,118.7260971069336,121.11615753173828,114.7227554321289,116.15679168701172,61.488555908203125,4500101
2000-09-22,117.5908203125,118.8456039428711,115.97753143310547,118.4273452758789,62.690460205078125,6202885
2000-09-25,119.02485656738281,121.05640411376953,115.67877960205078,117.5908203125,62.24766159057617,4488386
2000-09-26,114.7227554321289,116.51529693603516,113.1692123413086,113.88623046875,60.28661346435547,6503191
2000-09-27,114.78250122070312,115.0215072631836,110.42064666748047,112.81070709228516,59.717254638671875,6222549
2000-09-28,112.21319580078125,113.64722442626953,109.94264221191406,110.181640625,58.325531005859375,5553319
2000-09-29,110.42064666748047,111.79492950439453,105.40152740478516,107.67208099365234,56.997066497802734,10035952
2000-10-02,107.67208099365234,114.36424255371094,107.67208099365234,112.63145446777344,59.62236785888672,9280321
2000-10-03,113.64722442626953,114.12523651123047,105.16252136230469,105.70028686523438,55.95332717895508,12284433
2000-10-04,105.52103424072266,109.82313537597656,103.78823852539062,109.34512329101562,57.88274002075195,12205669
2000-10-05,108.80735778808594,109.52437591552734,106.65631103515625,108.20984649658203,57.2817268371582,5802162
2000-10-06,108.98661804199219,111.0181655883789,107.79158782958984,110.8986587524414,58.70510482788086,6389386
2000-10-09,110.83891296386719,114.12523651123047,109.28536987304688,112.7509536743164,59.68562698364258,5123308
2000-10-10,111.49617767333984,111.97418975830078,107.49282836914062,109.82313537597656,58.135772705078125,5872453
2000-10-11,106.95507049560547,107.97084045410156,102.77246856689453,107.07456970214844,56.6807861328125,9179487
2000-10-12,109.22562408447266,109.34512329101562,98.5898666381836,98.5898666381836,52.189334869384766,10151325
2000-10-13,99.60564422607422,105.5807876586914,99.60564422607422,104.26625061035156,55.19419860839844,9510860
2000-10-16,106.5965576171875,108.15009307861328,103.78823852539062,106.23805236816406,56.23796081542969,8065078
2000-10-17,107.01481628417969,108.86711120605469,103.78823852539062,108.03059387207031,57.18687057495117,9291095
2000-10-18,92.4952163696289,94.76577758789062,86.28107452392578,91.24044036865234,48.298885345458984,31147579
2000-10-19,93.69024658203125,94.16825866699219,88.61137390136719,92.19646453857422,48.80495834350586,18793377
2000-10-20,90.94168090820312,92.01720428466797,90.04541015625,90.58317565917969,47.9509391784668,9800183
2000-10-23,90.58317565917969,90.82218170166016,87.0578384399414,88.79063415527344,47.00204849243164,9768176
2000-10-24,88.9101333618164,90.22466278076172,86.22132110595703,87.41635131835938,46.27457046508789,9232205
2000-10-25,86.52007293701172,86.93833923339844,83.11424255371094,83.71176147460938,44.313514709472656,14705191
2000-10-26,84.13002014160156,88.79063415527344,83.7715072631836,88.67112731933594,46.938777923583984,10601942
2000-10-27,88.9101333618164,89.56739807128906,86.99808502197266,89.56739807128906,47.413246154785156,6727244
2000-10-30,89.38814544677734,89.62715148925781,86.3408203125,89.20889282226562,47.22346878051758,8455864
2000-10-31,89.62715148925781,94.76577758789062,89.62715148925781,94.16825866699219,49.84873580932617,11404120
2000-11-01,94.10850524902344,95.48279571533203,92.97322845458984,94.22801208496094,49.88036346435547,7809645
2000-11-02,94.64627075195312,97.81309509277344,94.16825866699219,97.45458984375,51.588375091552734,7787575
2000-11-03,97.99235534667969,98.11185455322266,95.0047836303711,95.72179412841797,50.67112350463867,6117531
2000-11-06,95.48279571533203,97.87284851074219,95.06452941894531,95.90105438232422,50.76601028442383,4653131
2000-11-07,96.67781829833984,98.94837188720703,96.25955963134766,97.81309509277344,51.77817153930664,5669948
2000-11-08,99.06787872314453,99.1873779296875,94.8852767944336,95.602294921875,50.67223358154297,7312377
2000-11-09,92.4952163696289,95.602294921875,91.47944641113281,95.06452941894531,50.3871955871582,9464103
2000-11-10,93.69024658203125,94.04875946044922,88.9101333618164,88.9101333618164,47.12516403198242,7121063
2000-11-13,87.77485656738281,95.06452941894531,87.5956039428711,93.1524887084961,49.373779296875,9084405
2000-11-14,94.8852767944336,95.48279571533203,94.16825866699219,95.12428283691406,50.418853759765625,5387841
2000-11-15,95.12428283691406,95.66204833984375,93.33174133300781,95.0047836303711,50.355525970458984,4351674
2000-11-16,94.8852767944336,95.30353546142578,93.92925262451172,93.92925262451172,49.78546905517578,3911726
2000-11-17,93.98900604248047,97.99235534667969,93.92925262451172,97.45458984375,51.65400314331055,8072400
2000-11-20,97.03633117675781,98.70936584472656,96.43881225585938,98.70936584472656,52.319095611572266,7768224
2000-11-21,98.70936584472656,99.78489685058594,94.16825866699219,94.16825866699219,49.91215515136719,7511012
2000-11-22,94.16825866699219,96.37906646728516,93.98900604248047,94.16825866699219,49.91215515136719,5791807
2000-11-24,95.0047836303711,97.27533721923828,94.8852767944336,95.54254150390625,50.640541076660156,2612385
2000-11-27,96.02055358886719,97.51434326171875,94.10850524902344,94.10850524902344,49.8804817199707,4044045
2000-11-28,94.40726470947266,96.3193130493164,93.09273529052734,93.57074737548828,49.595462799072266,5019859
2000-11-29,93.45124053955078,95.54254150390625,92.43547058105469,95.42304229736328,50.577247619628906,5778732
2000-11-30,93.69024658203125,93.69024658203125,88.193115234375,89.38814544677734,47.37853240966797,11141364
2000-12-01,90.28441619873047,94.94503021240234,90.22466278076172,91.41969299316406,48.455318450927734,7871255
2000-12-04,91.77820587158203,94.82552337646484,91.53919982910156,94.04875946044922,49.84879684448242,5822873
2000-12-05,96.02055358886719,100.14340209960938,95.24378967285156,98.82887268066406,52.38241958618164,8163193
2000-12-06,97.27533721923828,97.3350830078125,90.6429214477539,92.4952163696289,49.02537536621094,10561357
2000-12-07,90.88192749023438,91.71845245361328,89.0296401977539,89.0296401977539,47.18850326538086,8286412
2000-12-08,93.69024658203125,94.64627075195312,91.53919982910156,92.73422241210938,49.15207290649414,6423068
2000-12-11,92.25621032714844,93.92925262451172,89.62715148925781,90.82218170166016,48.13860321044922,6470138
2000-12-12,91.06118774414062,91.897705078125,88.43212127685547,89.74665069580078,47.56856918334961,8277312
2000-12-13,90.70267486572266,92.37571716308594,86.69933319091797,87.23709106445312,46.2384147644043,7314260
2000-12-14,87.95410919189453,89.56739807128906,87.77485656738281,88.37236785888672,46.84015655517578,6413444
2000-12-15,86.04206848144531,86.69933319091797,83.4727554321289,83.95076751708984,44.496543884277344,14910207
2000-12-18,84.488525390625,86.52007293701172,84.488525390625,86.52007293701172,45.858360290527344,8047715
2000-12-19,86.22132110595703,90.28441619873047,85.86280822753906,86.16156768798828,45.668357849121094,8059744
2000-12-20,82.09847259521484,84.13002014160156,81.08269500732422,82.21797180175781,43.5781135559082,13158052
2000-12-21,81.73995971679688,84.07026672363281,76.54158782958984,77.97562408447266,41.32953643798828,13310873
2000-12-22,80.783935546875,85.44454956054688,80.783935546875,85.08604431152344,45.098289489746094,9951644
2000-12-26,85.08604431152344,85.6238021850586,80.54492950439453,81.08269500732422,42.97639846801758,6330706
2000-12-27,81.02294158935547,84.24951934814453,79.88766479492188,80.96319580078125,42.913047790527344,8624375
2000-12-28,79.82791900634766,84.30927276611328,78.51338195800781,81.5009536743164,43.19808578491211,10249336
2000-12-29,83.11424255371094,83.11424255371094,80.54492950439453,81.26194763183594,43.07139205932617,7263110
2001-01-02,80.783935546875,83.65200805664062,80.42543029785156,81.08269500732422,42.97639846801758,8375531
2001-01-03,80.06692504882812,90.82218170166016,80.06692504882812,90.46366882324219,47.94859313964844,13357315
2001-01-04,90.58317565917969,95.36328887939453,88.61137390136719,89.08938598632812,47.22019577026367,16129843
2001-01-05,89.80640411376953,90.52342224121094,86.99808502197266,89.86615753173828,47.631893157958984,8413187
2001-01-08,89.38814544677734,89.80640411376953,87.53585052490234,89.4478988647461,47.41020584106445,6343781
2001-01-09,90.28441619873047,91.53919982910156,87.41635131835938,88.49187469482422,46.903480529785156,7894267
2001-01-10,88.43212127685547,90.7624282836914,87.65535736083984,89.3283920288086,47.34688186645508,8008281
2001-01-11,88.85037994384766,90.10516357421875,87.23709106445312,89.56739807128906,47.47356414794922,10078210
2001-01-12,89.56739807128906,92.19646453857422,88.3126220703125,89.68690490722656,47.536895751953125,6744608
2001-01-16,89.62715148925781,89.86615753173828,87.77485656738281,88.67112731933594,46.99848937988281,5932807
2001-01-17,91.1806869506836,93.45124053955078,90.1649169921875,92.43547058105469,48.99372863769531,10174442
2001-01-18,99.78489685058594,105.16252136230469,98.94837188720703,103.54923248291016,54.88434982299805,26406165
2001-01-19,102.77246856689453,108.92686462402344,102.53346252441406,106.35755157470703,56.37285232543945,15441261
2001-01-22,104.68450927734375,105.10277557373047,103.42973327636719,103.78823852539062,55.01103591918945,10060951
2001-01-23,104.7442626953125,105.10277557373047,102.8919677734375,104.26625061035156,55.2644157409668,10278937
2001-01-24,104.26625061035156,106.53680419921875,104.1467514038086,105.5807876586914,55.9611701965332,7071901
2001-01-25,105.28202819824219,106.23805236816406,104.62476348876953,105.8795394897461,56.1195068359375,5211277
2001-01-26,104.80401611328125,110.181640625,104.38575744628906,109.1658706665039,57.86134719848633,9513579
2001-01-29,107.55258178710938,110.42064666748047,107.5239028930664,109.92351531982422,58.26292037963867,5360750
2001-01-30,109.94264221191406,111.61567687988281,108.41300201416016,111.4818344116211,59.08890151977539,8621132
2001-01-31,110.65965270996094,111.61567687988281,107.07456970214844,107.07456970214844,56.75289535522461,8696653
2001-02-01,107.45697784423828,109.31166076660156,106.30975341796875,109.03441619873047,57.79167938232422,5837517
